path,label,dataset,speaker,split,utt_id,level,lang
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_A_fuera.wav,anger,mesd_es,mesd_C_A,all,Anger_C_A_fuera,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_A_gracias.wav,anger,mesd_es,mesd_C_A,all,Anger_C_A_gracias,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_A_hola.wav,anger,mesd_es,mesd_C_A,all,Anger_C_A_hola,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_A_izquierda.wav,anger,mesd_es,mesd_C_A,all,Anger_C_A_izquierda,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_A_lento.wav,anger,mesd_es,mesd_C_A,all,Anger_C_A_lento,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_A_no.wav,anger,mesd_es,mesd_C_A,all,Anger_C_A_no,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_A_nunca.wav,anger,mesd_es,mesd_C_A,all,Anger_C_A_nunca,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_A_por_favor.wav,anger,mesd_es,mesd_C_A,all,Anger_C_A_por_favor,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_A_pronto.wav,anger,mesd_es,mesd_C_A,all,Anger_C_A_pronto,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_A_rapido.wav,anger,mesd_es,mesd_C_A,all,Anger_C_A_rapido,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_A_si.wav,anger,mesd_es,mesd_C_A,all,Anger_C_A_si,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_A_tarde.wav,anger,mesd_es,mesd_C_A,all,Anger_C_A_tarde,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_abandono.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_abandono,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_abuso.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_abuso,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_alterado.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_alterado,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_amenazado.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_amenazado,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_amenazador.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_amenazador,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_ataque.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_ataque,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_atasco.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_atasco,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_catastrofe.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_catastrofe,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_ceguera.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_ceguera,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_condena.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_condena,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_danino.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_danino,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_delincuencia.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_delincuencia,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_dificultad.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_dificultad,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_disputa.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_disputa,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_enojo.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_enojo,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_estafa.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_estafa,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_estricto.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_estricto,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_explosion.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_explosion,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_explosivo.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_explosivo,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_furia.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_furia,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_humillacion.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_humillacion,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_impaciencia.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_impaciencia,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_injusticia.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_injusticia,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_C_B_robo.wav,anger,mesd_es,mesd_C_B,all,Anger_C_B_robo,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_abajo.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_abajo,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_adios.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_adios,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_antes.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_antes,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_arriba.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_arriba,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_ayer.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_ayer,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_basta_ya.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_basta_ya,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_de_nada.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_de_nada,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_delante.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_delante,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_dentro.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_dentro,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_derecha.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_derecha,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_detras.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_detras,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_fuera.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_fuera,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_gracias.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_gracias,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_hola.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_hola,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_hoy.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_hoy,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_izquierda.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_izquierda,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_lento.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_lento,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_no.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_no,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_nunca.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_nunca,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_por_favor.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_por_favor,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_pronto.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_pronto,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_rapido.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_rapido,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_si.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_si,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_A_tarde.wav,anger,mesd_es,mesd_F_A,all,Anger_F_A_tarde,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_abuso.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_abuso,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_amenazado.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_amenazado,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_amenazador.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_amenazador,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_ataque.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_ataque,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_atasco.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_atasco,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_ceguera.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_ceguera,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_conflicto.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_conflicto,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_delincuencia.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_delincuencia,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_enganado.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_enganado,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_estricto.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_estricto,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_explosion.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_explosion,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_explosivo.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_explosivo,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_furia.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_furia,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_huracan.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_huracan,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_injusticia.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_injusticia,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_insultado.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_insultado,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_ira.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_ira,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_irrespetuoso.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_irrespetuoso,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_monstruoso.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_monstruoso,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_odioso.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_odioso,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_ofensa.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_ofensa,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_pesadilla.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_pesadilla,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_relajacion.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_relajacion,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_F_B_torturado.wav,anger,mesd_es,mesd_F_B,all,Anger_F_B_torturado,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_abajo.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_abajo,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_adios.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_adios,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_antes.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_antes,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_arriba.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_arriba,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_ayer.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_ayer,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_basta_ya.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_basta_ya,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_de_nada.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_de_nada,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_delante.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_delante,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_dentro.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_dentro,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_derecha.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_derecha,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_detras.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_detras,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_fuera.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_fuera,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_gracias.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_gracias,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_hola.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_hola,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_hoy.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_hoy,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_izquierda.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_izquierda,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_lento.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_lento,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_no.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_no,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_nunca.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_nunca,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_por_favor.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_por_favor,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_pronto.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_pronto,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_rapido.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_rapido,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_si.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_si,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_A_tarde.wav,anger,mesd_es,mesd_M_A,all,Anger_M_A_tarde,,
C:\Users\Rafa\Downloads\proyecto-ia-20260212T103152Z-3-001\proyecto-ia\multimodal-emocion\data\audio\raw\mesd_es\Anger_M_B_abandono.wav,anger,mesd_es,mesd_M_B,all,Anger_M_B_abandono,,
